name,description,release_date,platforms
Anpanman Touch de Enjoy! AIUEO Kyōshitsu for Nintendo Switch,"Anpanman Touch de Enjoy! AIUEO Kyōshitsu for Nintendo Switch brings back the beloved character to video games after a decade's absence, to teach a new generation of Japanese youngsters their vowels.",2024-07-25,['Nintendo Switch']
Nebulous: Fleet Command,NEBULOUS: Fleet Command ,,['PC']
The Real Deal 2,The Real Deal 2 is a collection of 17 classic card games.,1999-12-31,['PC']
The Real Deal 2,The Real Deal 2 is a collection of 17 classic card games.,1999-12-31,['PC']
The Real Deal 2,The Real Deal 2 is a collection of 17 classic card games.,1999-12-31,['PC']
The Real Deal 2,The Real Deal 2 is a collection of 17 classic card games.,1999-12-31,['PC']
The Real Deal 2,The Real Deal 2 is a collection of 17 classic card games.,1999-12-31,['PC']
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Return to Sector 9,Sequel to Ambush in Sector 9,2020-07-01,PC
Nebulous,"Nebulous is much like the new hit game, ""Agar.io"", except this game is on android and is designed slightly different.",2016-08-30,"Android, PlayStation 4"
Nebulous,"Nebulous is much like the new hit game, ""Agar.io"", except this game is on android and is designed slightly different.",2016-08-30,"Android, PlayStation 4"
Nebulous,"Nebulous is much like the new hit game, ""Agar.io"", except this game is on android and is designed slightly different.",2016-08-30,"Android, PlayStation 4"
Nebulous,"Nebulous is much like the new hit game, ""Agar.io"", except this game is on android and is designed slightly different.",2016-08-30,"Android, PlayStation 4"
Nebulous,"Nebulous is much like the new hit game, ""Agar.io"", except this game is on android and is designed slightly different.",2016-08-30,"Android, PlayStation 4"
Desert Strike: Return to the Gulf,"A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.",,"Amiga, Game Boy, Game Boy Advance, Game Gear, Genesis, Atari Lynx, Sega Master System, Super Nintendo Entertainment System, PC"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Un Juego de Huevos,"Un Juego de Huevos is a platformer for Zeebo, based on the Mexican animated film ""Una Película de Huevos""",2010-04-19,Zeebo
Desert Strike: Return to the Gulf,"A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.",,"Amiga, Game Boy, Game Boy Advance, Game Gear, Genesis, Atari Lynx, Sega Master System, Super Nintendo Entertainment System, PC"
The Dame Was Loaded,,,"Mac, CD-i, PC"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
slither.io,"As a snake, players must eat to grow larger while avoiding collisions with other players.",,"Arcade, iPhone, iPad, Android, Browser"
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Desert Strike: Return to the Gulf,"A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.",,"Amiga, Game Boy, Game Boy Advance, Game Gear, Genesis, Atari Lynx, Sega Master System, Super Nintendo Entertainment System, PC"
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Desert Strike: Return to the Gulf,"A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.",,"Amiga, Game Boy, Game Boy Advance, Game Gear, Genesis, Atari Lynx, Sega Master System, Super Nintendo Entertainment System, PC"
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Desert Strike: Return to the Gulf,"A top-down isometric helicopter shoot 'em up originally for the Sega Genesis, which was later ported to a variety of platforms. It is best known for its open-ended mission design and was followed by several sequels.",,"Amiga, Game Boy, Game Boy Advance, Game Gear, Genesis, Atari Lynx, Sega Master System, Super Nintendo Entertainment System, PC"
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Super Spy Hunter,"A vehicular combat game for the NES. It was originally called Battle Formula in Japan, but Sunsoft purchased the license to Spy Hunter and was able to market the game as a sequel to the Spy Hunter game.",1991-09-27,Nintendo Entertainment System
Call of Duty,"The first entry in the critically-acclaimed military first-person shooter series, Call of Duty puts players in the boots of three Allied soldiers in three different campaigns of World War II.",2003-10-29,"Mac, N-Gage, Xbox 360 Games Store, PlayStation Network (PS3), PC"
Call of Duty,"The first entry in the critically-acclaimed military first-person shooter series, Call of Duty puts players in the boots of three Allied soldiers in three different campaigns of World War II.",2003-10-29,"Mac, N-Gage, Xbox 360 Games Store, PlayStation Network (PS3), PC"
Super Mario All-Stars & Super Mario World,"An updated version of Super Mario All-Stars bundled for a short period of time with the Super Nintendo Entertainment System from December 1994, featuring the inclusion of Super Mario World.",,Super Nintendo Entertainment System
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Halo: Combat Evolved,"One of the launch titles of the original Xbox, Halo: Combat Evolved is a sci-fi first-person shooter telling the tale of an advanced cybernetic super-soldier known as the ""Master Chief"".",2001-11-15,"Mac, Xbox 360, Xbox, Xbox 360 Games Store, PC"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Asheron's Call,A notable early MMORPG and the chief rival to EverQuest prior to the release of World of Warcraft.,1999-10-31,PC
Asheron's Call,A notable early MMORPG and the chief rival to EverQuest prior to the release of World of Warcraft.,1999-10-31,PC
Dark Sun: Shattered Lands,"Dark Sun: Shattered Lands was released in 1993 and is the first Dungeons and Dragons game to use the Dark Sun campaign setting. While fairly obscure outside of enthusiast circles, it is praised for its tactical, turn-based combat.",,PC
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
Fortnite,"Originally a co-operative looter shooter from the studios behind Unreal Tournament and Gears of War, Fortnite became one of the most successful PvP ""battle royale"" games and later became its own platform for several types of games.",2017-07-25,"Mac, PC, iPhone, iPad, Android, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 5, Xbox Series X|S, Amazon Luna"
